URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,9.0,39.0,-0.6249999869791669,0.05896805889561663,691.0,0.9790104947526237,267.1916041979011,655.0,667.0,1803.0,1.0,1,7.295352323838081
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,17.0,32.0,-0.3061224427321951,0.06533333324622222,640.0,0.9933554817275747,241.19734219269105,598.0,602.0,1728.0,1.0,1,7.579734219269103
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,29.0,54.0,-0.3012048156481348,0.10012062714098839,702.0,0.9939393939393939,264.3975757575758,657.0,660.0,1833.0,2.0,2,7.406060606060606
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,20.0,24.0,-0.09090908884297526,0.07177814017654463,521.0,0.9939148073022313,197.59756592292092,490.0,493.0,1334.0,8.0,8,7.26369168356998
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,52.0,50.0,0.01960784294502115,0.09604519764967495,936.0,0.9827784156142365,348.79311136624574,859.0,871.0,2267.0,3.0,3,6.911595866819748
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,25.0,42.0,-0.2537313394965472,0.05992844359577062,981.0,0.9488272921108742,375.57953091684436,901.0,938.0,2433.0,3.0,3,6.966950959488273
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,28.0,28.0,0.0,0.09705372600163999,517.0,0.9723320158102767,202.7889328063241,494.0,506.0,1150.0,43.0,43,6.270750988142293
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,40.0,68.0,-0.2592592568587106,0.08688656469277026,1037.0,0.9899396378269618,397.99597585513084,988.0,994.0,2735.0,8.0,8,7.324949698189135
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,37.0,55.0,-0.19565217178638944,0.11400247817347896,696.0,0.990506329113924,253.19620253164558,626.0,632.0,1600.0,8.0,8,6.662974683544304
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,12.0,17.0,-0.17241378715814526,0.0745501283430588,317.0,0.9674267100977199,123.18697068403908,299.0,307.0,860.0,2.0,2,7.6547231270358305
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,50.0,94.0,-0.305555553433642,0.08883405299886855,1425.0,0.9844097995545658,539.1937639198219,1328.0,1347.0,3451.0,7.0,7,6.951002227171492
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,38.0,67.0,-0.27619047356009074,0.12237762223499112,767.0,0.9887482419127989,284.7954992967652,704.0,711.0,1792.0,35.0,35,6.677918424753868
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,37.0,69.0,-0.3018867896048416,0.08745874580242677,1021.0,0.9769150052465897,381.5907660020987,941.0,953.0,2486.0,13.0,13,6.969569779643232
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,44.0,81.0,-0.295999997632,0.10477787082583581,1023.0,0.9857578840284842,393.5943031536114,969.0,983.0,2661.0,8.0,8,7.200406917599186
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,24.0,44.0,-0.2941176427335641,0.08651399480087278,647.0,0.9589490968801314,243.98357963875208,591.0,609.0,1583.0,8.0,8,7.009852216748769
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,61.0,20.0,0.5061728332571255,0.06403162050274179,1042.0,0.9919028340080972,395.59676113360325,981.0,988.0,2824.0,3.0,3,7.488866396761134
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,20.0,27.0,-0.14893616704391135,0.06901615261524795,563.0,0.9682835820895522,214.78731343283582,519.0,536.0,1424.0,4.0,4,7.128731343283582
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,48.0,88.0,-0.2941176448961938,0.1315280462944603,879.0,0.98676293622142,332.7947051744886,825.0,831.0,2259.0,8.0,8,7.192539109506619
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,12.0,20.0,-0.24999999218750027,0.09495548933247629,264.0,0.9880478087649402,100.79521912350599,248.0,251.0,718.0,3.0,3,7.605577689243028
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,14.0,10.0,0.1666666597222225,0.04428044272272981,456.0,0.9633867276887872,175.18535469107553,423.0,437.0,1188.0,2.0,2,7.231121281464531
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,27.0,60.0,-0.37931034046769724,0.06904761899281935,1049.0,0.9788053949903661,415.59152215799617,1016.0,1038.0,2863.0,3.0,3,7.22543352601156
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,85.0,35.0,0.4166666631944445,0.09599999992319999,1073.0,0.9930761622156281,404.7972304648863,1004.0,1011.0,2766.0,1.0,1,7.316518298714144
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,31.0,25.0,0.10714285522959188,0.054687499946594234,810.0,0.9710906701708278,304.7884362680683,739.0,761.0,2137.0,7.0,7,7.467805519053877
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,30.0,22.0,0.15384615088757403,0.08482871111773456,518.0,0.9878542510121457,197.99514170040487,488.0,494.0,1475.0,1.0,1,7.732793522267206
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,11.0,13.0,-0.08333332986111125,0.0589680588231743,315.0,0.9901315789473685,121.99605263157895,304.0,304.0,891.0,5.0,5,7.5131578947368425
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,10.0,10.0,0.0,0.0564971749816464,284.0,0.981549815498155,108.79261992619928,268.0,271.0,709.0,8.0,8,6.981549815498155
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,4.0,19.0,-0.6521738846880919,0.0598958331773546,306.0,0.9865771812080537,119.59463087248324,295.0,298.0,844.0,5.0,5,7.553691275167785
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,8.0,10.0,-0.11111110493827195,0.05521472375701005,245.0,0.9663865546218487,95.58655462184873,232.0,238.0,656.0,4.0,4,7.256302521008403
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,9.0,14.0,-0.21739129489603065,0.07540983581832841,241.0,0.9617021276595744,94.38468085106383,227.0,235.0,715.0,7.0,7,7.748936170212766
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,12.0,6.0,0.3333333148148158,0.05901639324912658,234.0,0.9292035398230089,90.77168141592921,217.0,226.0,617.0,1.0,1,7.283185840707965
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,18.0,54.0,-0.49999999305555565,0.09876543196328473,630.0,0.9595278246205734,237.58381112984821,579.0,593.0,1508.0,1.0,1,6.90893760539629
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,9.0,23.0,-0.4374999863281255,0.07476635496549917,346.0,0.9820359281437125,133.99281437125748,328.0,334.0,897.0,4.0,4,7.179640718562874
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,41.0,72.0,-0.274336280758086,0.09083601278871703,1087.0,0.9795520934761441,411.1918208373904,1009.0,1027.0,2847.0,1.0,1,7.252190847127556
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,9.0,27.0,-0.4999999861111115,0.06990291248562541,449.0,0.9882352941176471,170.39529411764707,421.0,425.0,1175.0,2.0,2,7.284705882352942
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,15.0,14.0,0.034482757431629055,0.052823315022179754,482.0,0.9933920704845814,181.99735682819383,451.0,454.0,1267.0,3.0,3,7.6784140969163
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,25.0,30.0,-0.09090908925619838,0.07902298839220835,613.0,0.9895287958115183,229.59581151832464,570.0,573.0,1594.0,10.0,10,7.678883071553229
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,39.0,15.0,0.44444443621399193,0.06315789466297322,732.0,0.9841269841269841,277.5936507936508,682.0,693.0,1918.0,2.0,2,7.313131313131313
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,30.0,49.0,-0.24050632606954017,0.08987485769069982,775.0,0.9873772791023843,285.594950911641,707.0,713.0,1954.0,3.0,3,7.145862552594671
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,33.0,6.0,0.6923076745562136,0.07847082479180921,423.0,0.9901719901719902,163.1960687960688,403.0,407.0,1228.0,1.0,1,7.992628992628993
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,37.0,44.0,-0.08641975201950924,0.10478654578940938,693.0,0.9889240506329114,253.1955696202532,625.0,632.0,1754.0,9.0,9,7.235759493670886
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,70.0,34.0,0.3461538428254438,0.0763022743387364,1186.0,0.9663716814159292,452.3865486725664,1093.0,1130.0,3328.0,2.0,2,7.668141592920354
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,61.0,39.0,0.21999999780000004,0.10162601615688413,798.0,0.9607046070460704,295.5842818428184,710.0,738.0,2003.0,7.0,7,7.059620596205962
91,https://insights.blackcoffer.com/human-rights-outlook/,69.0,40.0,0.2660550434306877,0.08993399332513696,1047.0,0.9836734693877551,392.39346938775515,964.0,980.0,2917.0,3.0,3,7.68265306122449
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,67.0,25.0,0.45652173416824204,0.0909090908192598,875.0,0.948019801980198,323.5792079207921,766.0,808.0,2211.0,18.0,18,7.051980198019802
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,61.0,26.0,0.402298845950588,0.0736040608514348,1001.0,0.9828510182207931,373.59314040728833,918.0,933.0,2519.0,13.0,13,7.229367631296892
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,48.0,25.0,0.31506848883467825,0.08248587561301031,724.0,0.9838472834067548,272.7935389133627,670.0,681.0,1870.0,19.0,19,7.2922173274596185
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,30.0,15.0,0.3333333259259261,0.07281553386275803,517.0,0.9684873949579832,190.78739495798322,462.0,476.0,1296.0,8.0,8,7.224789915966387
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,41.0,16.0,0.43859648353339503,0.09947643961696956,487.0,0.9803063457330415,183.19212253829323,448.0,457.0,1189.0,3.0,3,7.006564551422319
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,70.0,42.0,0.24999999776785717,0.08086642593439247,1183.0,0.9515260323159784,445.9806104129264,1061.0,1114.0,3109.0,10.0,10,7.117594254937163
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,50.0,64.0,-0.12280701646660512,0.0796645701749374,1141.0,0.9952335557673975,419.99809342230697,1045.0,1049.0,2797.0,2.0,2,7.143946615824595
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,40.0,23.0,0.26984126555807514,0.07308584678296305,755.0,0.9916083916083916,286.3966433566433,709.0,715.0,2137.0,9.0,9,7.812587412587413
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,34.0,31.0,0.04615384544378699,0.06856540077155548,794.0,0.9500674763832658,296.7800269905533,705.0,741.0,2004.0,7.0,7,7.001349527665317
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,62.0,26.0,0.40909090444214885,0.09361702117700317,824.0,0.965865992414665,316.7863463969659,773.0,791.0,2281.0,33.0,33,7.400758533501897
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,68.0,24.0,0.47826086436672977,0.0855813952692266,905.0,0.9509345794392523,342.7803738317757,815.0,856.0,2439.0,12.0,12,7.36214953271028
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,29.0,3.0,0.8124999746093758,0.06504065027430762,412.0,0.9696202531645569,158.38784810126583,383.0,395.0,1172.0,1.0,1,7.6455696202531644
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,84.0,42.0,0.3333333306878307,0.12976313065935827,882.0,0.9554794520547946,350.7821917808219,837.0,876.0,2329.0,16.0,16,6.992009132420091
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,21.0,3.0,0.7499999687500013,0.04047217531117677,499.0,0.9915611814345991,189.99662447257384,470.0,474.0,1356.0,1.0,1,7.578059071729958
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,18.0,9.0,0.3333333209876548,0.04455445537202235,505.0,0.9875776397515528,193.59503105590065,477.0,483.0,1416.0,1.0,1,7.9399585921325055
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,4.0,6.0,-0.19999998000000202,0.037453183380325154,211.0,0.9857142857142858,84.39428571428573,207.0,210.0,616.0,3.0,3,7.719047619047619
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,28.0,72.0,-0.4399999956000001,0.10152284253652503,851.0,0.9900990099009901,323.59603960396043,802.0,808.0,2228.0,3.0,3,7.199257425742574
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,21.0,18.0,0.0769230749506904,0.0653266330564043,502.0,0.9665271966527197,191.58661087866108,463.0,478.0,1288.0,4.0,4,7.079497907949791
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,59.0,41.0,0.1799999982,0.08396305618474974,1000.0,0.9729437229437229,369.9891774891775,899.0,924.0,2569.0,10.0,10,7.270562770562771
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,43.0,6.0,0.7551020254060812,0.08925318745126924,468.0,0.9931662870159453,175.99726651480637,436.0,439.0,1236.0,5.0,5,7.5125284738041005
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,9.0,4.0,0.3846153550295881,0.032828282745383124,335.0,0.9875776397515528,129.19503105590064,319.0,322.0,873.0,1.0,1,7.077639751552795
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,26.0,10.0,0.44444443209876583,0.05651491356905037,533.0,0.9845261121856866,207.1938104448743,509.0,517.0,1360.0,5.0,5,6.909090909090909
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,17.0,11.0,0.21428570663265334,0.05857740573519371,388.0,0.9625668449197861,149.9850267379679,361.0,374.0,1080.0,2.0,2,7.446524064171123
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,19.0,11.0,0.26666665777777804,0.08219178059673485,303.0,0.9892857142857143,112.39571428571429,277.0,280.0,839.0,1.0,1,7.796428571428572
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,9.0,3.0,0.4999999583333368,0.04477611923591,217.0,0.9856459330143541,83.99425837320575,206.0,209.0,611.0,3.0,3,7.7368421052631575
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,27.0,40.0,-0.19402984785030078,0.10634920618039809,521.0,0.9935760171306209,187.19743040685228,464.0,467.0,1238.0,14.0,14,6.95289079229122
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,12.0,5.0,0.4117646816609011,0.06319702578737166,215.0,0.9808612440191388,83.99234449760766,205.0,209.0,586.0,2.0,2,7.3875598086124405
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,37.0,13.0,0.47999999040000024,0.08333333319444444,509.0,0.9835051546391752,194.39340206185568,482.0,485.0,1472.0,1.0,1,7.8164948453608245
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,5.0,10.0,-0.3333333111111126,0.06097560950822923,195.0,0.9789473684210527,76.39157894736842,186.0,190.0,539.0,5.0,5,7.426315789473684
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,13.0,28.0,-0.3658536496133256,0.11953352734829875,289.0,0.9888475836431226,107.99553903345725,266.0,269.0,736.0,6.0,6,7.349442379182156
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,30.0,49.0,-0.24050632606954017,0.06464811778670367,1016.0,0.9927536231884058,386.7971014492754,959.0,966.0,2847.0,17.0,17,7.777432712215321
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,45.0,26.0,0.2676056300337235,0.06853281846666716,916.0,0.9896432681242808,347.9958573072497,862.0,869.0,2310.0,19.0,19,6.973532796317606
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,37.0,29.0,0.12121211937557395,0.06197183092772597,874.0,0.9840686274509803,326.7936274509804,804.0,816.0,2130.0,17.0,17,6.9056372549019605
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,27.0,8.0,0.5428571273469392,0.05952380942257855,501.0,0.9755555555555555,180.39022222222223,447.0,450.0,1230.0,1.0,1,7.184444444444445
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,46.0,11.0,0.6140350769467531,0.06589595368104514,703.0,0.9922839506172839,259.59691358024696,643.0,648.0,1752.0,5.0,5,7.1342592592592595
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,34.0,9.0,0.5813953353163875,0.10858585831165188,318.0,0.9901315789473685,121.99605263157895,301.0,304.0,876.0,9.0,9,7.355263157894737
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,46.0,18.0,0.43749999316406263,0.05604203147456915,969.0,0.9557235421166307,370.78228941684665,885.0,926.0,2661.0,8.0,8,7.330453563714903
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,26.0,73.0,-0.47474746995204575,0.14203730252218463,581.0,0.9923664122137404,209.99694656488552,520.0,524.0,1455.0,12.0,12,7.229007633587786
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,66.0,25.0,0.45054944559835775,0.11489898975391542,673.0,0.9886547811993517,247.19546191247974,610.0,617.0,1563.0,6.0,6,6.86871961102107
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,26.0,35.0,-0.14754098118785278,0.07881136940722046,664.0,0.9889415481832543,253.5955766192733,628.0,633.0,1557.0,1.0,1,6.7156398104265405
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,26.0,24.0,0.03999999920000002,0.06024096378284221,686.0,0.9843505477308294,255.99374021909236,634.0,639.0,1866.0,7.0,7,7.721439749608764
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,25.0,76.0,-0.5049504900499951,0.14125874106117658,594.0,0.9925925925925926,216.39703703703705,536.0,540.0,1498.0,14.0,14,7.222222222222222
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,24.0,14.0,0.26315788781163457,0.06834532361808394,467.0,0.9841628959276018,177.19366515837106,435.0,442.0,1151.0,6.0,6,7.002262443438914
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,12.0,9.0,0.14285713605442207,0.06158357753201297,277.0,0.9812734082397003,107.19250936329588,262.0,267.0,721.0,1.0,1,7.250936329588015
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,29.0,20.0,0.18367346563931702,0.07802547758276197,528.0,0.9882583170254403,204.7953033268102,505.0,511.0,1389.0,1.0,1,7.324853228962818
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,25.0,32.0,-0.12280701538935061,0.06418918911690406,739.0,0.9787234042553191,282.39148936170216,690.0,705.0,1888.0,6.0,6,7.205673758865248
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,38.0,14.0,0.4615384526627221,0.018950437310878122,2278.0,0.9471698113207547,848.3788679245283,2014.0,2120.0,4956.0,1.0,1,6.473584905660378
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,39.0,45.0,-0.0714285705782313,0.07526881713685589,988.0,0.9827027027027027,370.3930810810811,910.0,925.0,2529.0,11.0,11,7.249729729729729
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,32.0,67.0,-0.3535353499642894,0.0860869564468809,979.0,0.9881720430107527,372.39526881720434,921.0,930.0,2647.0,1.0,1,7.383870967741935
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,7.0,4.0,0.2727272479338866,0.04526748952564819,192.0,0.9787234042553191,75.59148936170213,184.0,188.0,530.0,3.0,3,7.377659574468085
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,32.0,7.0,0.6410256245890866,0.05743740786828069,538.0,0.9743589743589743,203.18974358974359,494.0,507.0,1332.0,2.0,2,7.031558185404339
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,38.0,37.0,0.013333333155555559,0.071090047325981,936.0,0.9939975990396158,333.5975990396159,828.0,833.0,2381.0,6.0,6,7.4357743097238895
145,https://insights.blackcoffer.com/blockchain-in-fintech/,56.0,18.0,0.5135135065741419,0.06401384077507452,978.0,0.9901207464324918,364.796048298573,902.0,911.0,2431.0,6.0,6,7.193194291986828
146,https://insights.blackcoffer.com/blockchain-for-payments/,34.0,36.0,-0.028571428163265314,0.08838383827224262,672.0,0.9858490566037735,254.79433962264153,627.0,636.0,1725.0,4.0,4,7.169811320754717
147,https://insights.blackcoffer.com/the-future-of-investing/,20.0,47.0,-0.40298506861216316,0.05325914145209925,1089.0,0.9712918660287081,418.3885167464115,1017.0,1045.0,2765.0,2.0,2,7.177033492822966
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,20.0,43.0,-0.3650793592844546,0.08571428559766764,619.0,0.9795221843003413,234.79180887372013,577.0,586.0,1617.0,4.0,4,7.34641638225256
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,40.0,51.0,-0.12087911955077892,0.11220715152625506,711.0,0.9953488372093023,258.39813953488374,642.0,645.0,1784.0,28.0,28,7.155038759689923
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,28.0,30.0,-0.03448275802615935,0.0801104971269192,644.0,0.9886363636363636,246.79545454545456,612.0,616.0,1710.0,13.0,13,7.2727272727272725
